simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
KHC,24.32,3.45,8213790,10.665712240515393,26.45,29.43,9,0,11390131.1,-1.39,1.25,5.69,-1.53,35.43,1.99,81.82,16.16,2.02,40.86,-1.09,-1.17,bullish,0.03387,0.05537,-0.18013,0.02283,0.01491,4,0.10759653277701114,1.0,1.25,5.0,90.86,-1.09,30.66,2026-01-15
META,615.52,-2.47,17878711,15.793705288236188,548.57,642.64,5,6,16189240.7,0.35,-0.12,-5.11,-4.93,52.99,2.03,80.32,14.47,5.21,42.06,6.7,13.59,,-0.02498,-0.05249,-0.0054,0.03283,0.01406,4,0.2152963940864525,0.9808478038815118,0.0,-5.0,92.06,6.7,30.65,2026-01-15
UBER,84.65,-0.89,11138399,14.362843528408845,74.14,85.61,1,8,19678369.483,0.6,-0.59,-1.79,-0.62,49.36,2.44,28.92,24.9,46.18,50.61,0.42,0.59,,-0.00894,-0.01803,0.1011,0.0309,0.0162,5,0.18524494673613262,0.3245658835546476,0.0,-1.79,99.39,0.42,27.37,2026-01-15
V,329.17,0.39,18540302,5.542639050531564,335.58,354.71,9,0,6468455.233,-1.18,0.49,-7.51,-6.53,32.1,1.89,8.69,10.9,80.41,31.61,-3.36,0.1,,0.00393,-0.07802,-0.04369,0.02027,0.0187,3,0.0,0.06626659856996935,0.49,-5.0,81.61,-3.36,22.7,2026-01-15
CRM,239.57,-0.62,13620154,8.315690149704972,255.2,277.35,9,0,6357096.45,-1.85,1.43,-9.98,-9.71,42.47,2.75,6.81,46.6,46.6,28.89,-6.77,-3.95,,-0.0062,-0.1051,-0.17701,0.02681,0.03027,3,0.058240566242130976,0.04226251276813074,1.43,-5.0,78.89,-6.77,22.51,2026-01-15
HIMS,31.32,-2.73,15205840,53.15637768838491,28.98,49.95,0,1,33311372.35,-0.57,-0.65,-11.68,-22.25,131.27,5.21,55.04,0.78,44.19,34.18,-3.74,-2.62,,-0.02771,-0.12415,-0.17768,0.08698,0.03408,6,1.0,0.6580694586312564,0.0,-5.0,84.18,-3.74,10.63,2026-01-15
SMCI,28.27,-1.15,52156317,17.956977977870427,30.73,36.79,0,0,46208266.733,-1.34,-0.86,-5.8,-15.57,104.21,3.97,3.5,48.0,48.5,34.53,-2.16,-1.69,,-0.01161,-0.05973,-0.38918,0.06772,0.02341,8,0.2607301859188464,0.0,0.0,-5.0,84.53,-2.16,5.18,2026-01-15
