simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
LLY,1020.84,-7.79,6392129,33.755660830954604,756.78,1064.1,9,7,3749056.467,0.7,1.14,-0.32,-3.17,116.79,3.33,66.04,11.81,22.15,50.3,23.24,33.92,,-0.08114,-0.00323,0.30252,0.06346,0.06713,3,0.3913586504621192,0.7450148980059592,1.14,-0.32,99.7,23.24,46.49,2026-02-06
AMD,192.5,-3.84,106887000,75.67756685963253,99.97,221.68,9,7,38897132.083,0.46,1.31,-23.67,-17.04,195.2,6.43,70.23,16.4,13.36,39.35,11.19,20.42,,-0.03917,-0.27005,0.7115,0.09179,0.08507,7,1.0,0.7930323172129269,1.31,-5.0,89.35,11.19,44.2,2026-02-06
AVGO,310.51,0.8,43090400,49.08494920706518,202.91,334.9,9,7,22573131.0,0.6,2.72,-6.11,-6.6,101.19,4.55,19.26,61.52,19.21,45.81,5.76,12.47,,0.00795,-0.06309,0.55441,0.05401,0.02176,6,0.613916249782837,0.2089158835663534,2.72,-5.0,95.81,5.76,43.83,2026-02-06
AMZN,222.69,-4.42,51147600,22.668508171301987,189.73,238.24,9,6,42794451.983,0.35,3.53,-7.88,-6.76,43.78,2.72,38.92,22.17,38.92,40.42,3.06,5.79,,-0.04521,-0.08204,0.20111,0.02678,0.02194,8,0.23039031203096022,0.4342195736878295,3.0,-5.0,90.42,3.06,40.62,2026-02-06
JPM,310.16,-2.24,9830909,21.158124794962674,251.73,311.29,5,8,9319764.417,0.81,0.01,1.22,0.13,53.68,1.94,46.23,9.65,44.13,55.21,3.95,4.81,,-0.02266,0.01213,0.27869,0.031,0.01631,3,0.20846187738712796,0.5179922071968828,0.01,1.22,94.78999999999999,3.95,36.83,2026-02-06
HOOD,72.68,-9.85,62170181,75.31255419445364,49.43,109.14,9,4,32024574.317,-0.24,1.48,-28.21,-30.07,186.11,6.92,65.98,23.28,10.74,24.6,-2.74,2.67,,-0.10368,-0.33143,0.4987,0.08949,0.0396,6,0.9947005796687554,0.7443272977309191,1.48,-5.0,74.6,-2.74,35.65,2026-02-06
NVDA,171.88,-1.33,206469800,48.03867854249445,114.33,186.62,6,7,195101046.283,0.59,0.11,-10.72,-6.92,91.24,3.0,52.68,32.61,14.71,43.47,4.28,7.92,,-0.01335,-0.11335,0.43988,0.05,0.01175,9,0.5987260151396269,0.5919092367636947,0.11,-5.0,93.47,4.28,35.18,2026-02-06
F,13.72,-0.72,60821147,28.994267847837424,10.26,13.73,5,8,80354575.25,1.02,-0.02,-2.0,-0.7,67.66,1.96,10.34,24.14,65.52,57.99,0.37,0.48,,-0.00726,-0.0202,0.3457,0.03787,0.00607,9,0.32223057577624525,0.10669264267705705,0.0,-2.0,92.00999999999999,0.37,34.29,2026-02-06
SMCI,30.85,-8.62,115418300,11.828330822420522,30.44,34.27,9,1,43075990.367,-0.58,0.49,2.42,0.6,99.38,6.43,52.55,11.53,35.92,47.65,-0.61,-0.88,,-0.09014,0.02395,-0.071,0.06483,0.08104,8,0.07300767379070998,0.5904194361677744,0.49,2.42,97.65,-0.61,31.63,2026-02-06
BABA,157.76,-0.87,11170914,29.659295919502572,120.68,162.7,2,8,14137299.667,0.76,-0.47,-9.46,-5.5,76.67,3.09,71.01,6.93,22.06,47.66,4.95,7.86,,-0.00871,-0.09942,0.32514,0.04447,0.01104,4,0.3318857565960763,0.8019711207884483,0.0,-5.0,97.66,4.95,28.8,2026-02-06
WFC,92.01,-1.21,12324551,23.205188287048934,73.09,92.28,1,8,15541630.467,0.97,-0.53,1.51,1.66,62.66,2.13,39.07,9.77,51.16,60.05,1.79,1.94,,-0.01221,0.015,0.37718,0.03552,0.0119,5,0.23818207869574198,0.4359385743754297,0.0,1.51,89.95,1.79,28.11,2026-02-06
PLTR,130.01,-6.83,111303591,35.94995276037582,118.16,169.94,8,2,72147597.333,-0.36,0.49,-14.39,-20.55,134.84,6.31,70.91,11.59,17.49,32.86,-3.59,1.71,,-0.07074,-0.15535,0.33911,0.07224,0.07267,9,0.423216381365132,0.800825120330048,0.49,-5.0,82.86,-3.59,27.63,2026-02-06
V,329.13,-0.25,6805439,7.368378148594869,329.5,354.71,9,0,6311619.717,-1.03,0.76,-0.8,-0.54,22.26,2.01,44.13,52.34,3.53,43.95,-4.74,-5.52,,-0.00249,-0.00808,-0.01821,0.01406,0.02498,3,0.008256046982153542,0.49392619757047906,0.76,-0.8,93.95,-4.74,26.77,2026-02-06
KHC,24.44,-0.14,17914362,18.36470757292715,23.7,28.49,5,2,12834873.7,-0.66,0.05,5.64,3.68,34.86,2.6,32.84,24.63,42.54,52.77,-0.33,-0.6,,-0.00143,0.05486,-0.19808,0.02256,0.01612,4,0.1679057722644507,0.36454274581709833,0.05,5.0,97.22999999999999,-0.33,26.45,2026-02-06
TSLA,397.21,-2.17,74399400,41.71858355678174,285.65,436.22,3,6,86198176.133,0.4,-0.53,-4.65,-7.98,89.8,3.67,1.03,33.56,65.41,42.28,3.77,11.84,,-0.02191,-0.04757,0.45365,0.05091,0.02734,9,0.5069679939589976,0.0,0.0,-4.65,92.28,3.77,26.4,2026-02-06
HIMS,23.48,-3.77,29777503,53.60621926066953,28.84,49.95,9,0,32528603.2,-1.17,1.14,-21.39,-20.27,123.06,9.03,68.88,20.12,11.0,26.65,-3.65,-3.44,,-0.03843,-0.24071,-0.18707,0.08197,0.02875,7,0.6795581102738292,0.7775613110245243,1.14,-5.0,76.65,-3.65,25.59,2026-02-06
ORCL,136.48,-6.95,42233000,25.06803243536535,147.44,189.7,9,0,15646956.467,-1.21,2.01,-19.25,-22.9,58.36,5.8,80.71,8.41,10.88,23.95,-7.57,-1.89,,-0.07201,-0.21378,0.01357,0.03547,0.01949,5,0.26522769956122544,0.9131331652532659,2.01,-5.0,73.95,-7.57,24.65,2026-02-06
NKE,62.7,-2.37,20942600,8.621576575649712,58.13,63.37,0,7,16451526.5,0.49,-0.81,0.16,-2.18,39.07,2.6,59.96,15.69,24.35,48.94,0.05,0.41,,-0.02395,0.0016,0.1236,0.02452,0.03142,5,0.02645055324719857,0.675338070135228,0.0,0.16,98.94,0.05,24.24,2026-02-06
UBER,75.21,1.75,59526930,6.7997194039713245,79.98,85.61,9,0,20397916.983,-1.44,1.35,-7.94,-8.42,39.76,3.66,48.75,50.25,1.0,33.59,-1.98,-1.09,,0.0173,-0.08277,0.02846,0.02509,0.0299,5,0.0,0.5468714187485675,1.35,-5.0,83.59,-1.98,24.12,2026-02-06
MSFT,393.67,-4.95,44796800,11.061161949006925,421.08,470.38,9,0,26870323.45,-1.29,2.13,-9.19,-12.86,38.97,3.04,88.29,3.32,8.39,27.81,-12.17,-3.94,,-0.05081,-0.09638,0.015,0.02475,0.02204,6,0.06186956623141891,1.0,2.13,-5.0,77.81,-12.17,24.09,2026-02-06
CRM,189.97,-4.75,21104715,15.003901159420629,235.58,273.79,9,0,7660946.367,-2.51,2.9,-11.26,-16.09,40.19,3.94,37.4,51.63,10.98,18.73,-16.2,-13.4,,-0.04865,-0.11948,-0.29263,0.02563,0.03499,3,0.11911205211124794,0.41680036672014664,2.9,-5.0,68.73,-16.2,21.92,2026-02-06
