simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
EXE,107.64,0.3,9768500,4.850359035025288,104.01,109.18,9,6,3736594.267,0.32,1.84,-0.06,0.7,35.78,3.07,70.73,25.44,3.83,52.31,0.28,0.2,,0.00298,-0.00065,-0.03227,0.02261,0.01397,3,0.02974933387041072,0.7268368942157375,1.84,-0.06,97.69,0.28,42.1,2026-03-24
PLTR,160.84,6.74,48513700,19.651193563240682,139.53,169.94,8,6,47904177.683,0.24,0.49,5.32,7.84,53.97,3.71,96.94,3.06,0.0,60.59,2.22,0.91,,0.06525,0.0518,-0.18812,0.03441,0.03743,9,0.2813006704368342,1.0,0.49,5.0,89.41,2.22,41.76,2026-03-24
TSM,338.45,2.8,17362700,8.342207582057878,327.41,355.92,8,4,13244505.933,-0.14,0.47,-0.52,-4.05,38.22,3.1,59.71,40.29,0.0,44.97,-4.44,-1.76,,0.02759,-0.00525,0.13081,0.024,0.0235,4,0.0890959313490248,0.6119854090672225,0.47,-0.52,94.97,-4.44,34.0,2026-03-24
CRM,195.18,-0.1,20189600,17.496869965025347,193.36,230.43,7,1,11737940.733,-0.68,0.4,-1.59,-0.18,40.66,3.64,31.57,15.87,52.56,46.78,-2.12,-3.14,,-0.00102,-0.01606,-0.29987,0.02593,0.00752,4,0.24468631740866098,0.3187076602397082,0.4,-1.59,96.78,-2.12,25.44,2026-03-24
TSLA,380.85,3.5,78299700,7.888908854582863,403.12,436.22,9,0,60310939.767,-1.62,1.39,-3.72,-4.19,35.31,2.99,61.59,35.56,2.86,39.87,-9.78,-8.33,,0.03443,-0.0379,-0.2429,0.0223,0.02909,9,0.08139177787424451,0.6315789473684211,1.39,-3.72,89.87,-9.78,24.79,2026-03-24
PFE,26.77,-0.74,66770300,5.602692325923114,25.63,27.11,0,7,42442295.433,0.42,-0.97,0.6,-0.91,22.17,2.3,46.43,28.57,25.0,47.97,0.09,0.12,,-0.00744,0.00599,0.07322,0.01393,0.01809,8,0.042535805099988264,0.47357998957790515,0.0,0.6,97.97,0.09,24.29,2026-03-24
BABA,126.06,2.98,15438700,15.345616972607099,141.13,164.59,9,0,11964522.25,-1.84,0.57,-7.79,-7.53,44.12,2.75,67.63,29.02,3.36,30.67,-7.12,-6.64,,0.02938,-0.0811,-0.18204,0.02752,0.03745,4,0.20812415163998677,0.694528400208442,0.57,-5.0,80.67,-7.12,22.9,2026-03-24
KHC,21.21,-1.67,20326400,4.563055991627419,23.34,24.43,9,0,16420674.917,-2.93,1.08,-6.61,-9.44,28.76,3.1,80.0,1.43,18.57,26.78,-0.67,-0.39,,-0.01683,-0.06833,-0.111,0.01828,0.01581,5,0.024866402139192376,0.8234497133923919,1.08,-5.0,76.78,-0.67,22.16,2026-03-24
HIMS,22.46,2.0,33211500,61.938187532739654,16.47,31.25,2,4,31832409.583,-0.34,-0.41,-9.73,11.31,116.01,9.03,16.57,57.99,25.44,52.47,0.7,0.15,,0.01978,-0.10233,-0.43788,0.06761,0.06026,6,1.0,0.16237623762376238,0.0,-5.0,97.53,0.7,22.15,2026-03-24
MRK,115.68,1.31,36351200,9.153563797731875,108.86,119.3,0,6,11095081.05,0.24,-0.82,0.22,-1.74,23.07,2.16,28.82,17.65,53.53,46.63,-0.69,-0.12,,0.01305,0.00216,0.09649,0.01453,0.00911,3,0.10288554166425332,0.2900468994267848,0.0,0.22,96.63,-0.69,22.06,2026-03-24
