simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
NVDA,182.48,2.99,310523200,14.6430296518206,162.8,188.52,9,7,184278801.6,0.4,0.41,-4.74,-1.65,90.9,3.13,87.07,11.11,1.81,48.24,1.67,3.11,,0.02942,-0.04851,0.44395,0.04966,0.03739,9,0.2070514960777299,0.9548826462361667,0.41,-4.74,98.24000000000001,1.67,41.21,2026-03-03
PLTR,145.17,5.82,59265800,27.069194469274045,129.42,169.94,9,4,57223347.233,-0.16,0.55,11.16,5.96,130.68,4.18,66.39,29.76,3.85,53.13,-4.35,-5.77,,0.05654,0.10577,0.27307,0.06892,0.02762,9,0.443157034979459,0.7033929222911346,0.55,5.0,96.87,-4.35,40.17,2026-03-03
F,13.39,-4.97,73132100,9.32779456193353,12.62,13.86,9,5,67824999.8,0.3,1.31,-1.83,-3.65,68.73,3.1,76.6,0.0,23.4,43.79,0.16,0.22,,-0.05096,-0.0185,0.26431,0.03863,0.03504,9,0.10605843315581451,0.827556852730147,1.31,-1.83,93.78999999999999,0.16,38.64,2026-03-03
NIO,4.72,-3.08,30450200,11.663531308787931,4.38,4.92,9,6,39793312.2,0.2,0.64,-10.78,-4.03,83.19,3.7,30.0,16.67,53.33,44.62,0.09,0.12,,-0.03129,-0.11401,0.20634,0.0476,0.01698,8,0.15043901167301202,0.26085370302809185,0.64,-5.0,94.62,0.09,38.12,2026-03-03
KHC,24.51,-0.41,16534600,6.599683786402815,23.7,25.32,7,5,14715447.567,-0.2,0.22,-0.12,0.41,35.53,2.94,22.45,0.0,77.55,51.81,0.08,0.03,,-0.00407,-0.00122,-0.1413,0.023,0.00702,5,0.05422248261896201,0.16903806396692203,0.22,-0.12,98.19,0.08,34.12,2026-03-03
WFC,82.58,1.39,29118200,15.094938077594044,80.16,93.24,9,2,14636002.283,-0.49,1.2,-3.02,-6.77,65.1,3.84,83.15,11.76,5.09,38.54,-1.4,-0.55,,0.01378,-0.03065,0.12085,0.03724,0.03192,4,0.21563806192237459,0.9072114799951355,1.2,-3.02,88.53999999999999,-1.4,31.47,2026-03-03
INTC,45.5,-0.24,79231400,36.0565494807957,32.76,47.17,0,8,97076851.817,0.56,-0.75,4.29,-2.98,175.87,4.78,70.97,16.67,12.37,50.58,0.46,1.01,,-0.00241,0.04197,0.8066,0.08727,0.03146,9,0.6139228609176459,0.7590903563176455,0.0,4.29,99.42,0.46,30.17,2026-03-03
AAPL,264.72,0.2,72239400,12.586592212855138,238.26,270.26,2,7,48566115.733,0.56,-0.43,-0.55,-1.57,79.36,2.57,36.02,28.59,35.39,50.94,3.07,4.14,,0.00204,-0.0055,0.29928,0.0437,0.02022,8,0.16797779338044544,0.3340629940411042,0.0,-0.55,99.06,3.07,28.22,2026-03-03
GOOGL,306.52,-1.68,44568300,19.77308558467352,269.74,328.93,4,5,38304246.35,0.35,-0.22,-1.6,-3.05,171.56,2.55,47.15,27.4,25.45,46.22,0.13,2.55,,-0.01695,-0.01608,0.70549,0.07945,0.01412,7,0.3045260297263569,0.46941505533260364,0.0,-1.6,96.22,0.13,27.87,2026-03-03
AMD,198.62,-0.79,31232400,24.209668604010282,173.8,221.68,3,5,39093941.9,0.12,-0.28,1.03,-4.89,196.15,3.95,55.1,1.26,43.64,43.85,-3.0,-1.05,,-0.00797,0.01022,0.68263,0.09245,0.04691,7,0.3888241088240585,0.5660950991122461,0.0,1.03,93.85,-3.0,27.21,2026-03-03
HIMS,16.48,13.5,23391000,56.3756753463054,22.1,39.44,7,0,31485440.833,-1.13,0.05,6.25,-9.75,106.88,7.84,90.78,0.0,9.22,29.9,-4.07,-4.67,,0.12662,0.06066,-1.1558,0.07437,0.07277,7,1.0,0.9999999999999999,0.05,5.0,79.9,-4.07,27.0,2026-03-03
SMCI,31.83,-1.73,27182100,10.593270250107983,30.15,33.52,3,4,38615128.933,-0.3,-0.36,3.65,0.32,98.26,4.88,65.26,10.18,24.56,50.15,0.07,-0.08,,-0.01744,0.03582,-0.02022,0.06377,0.04382,7,0.1301033274343613,0.6896509789614497,0.0,3.65,99.85,0.07,26.6,2026-03-03
ORCL,149.25,2.65,36385200,19.72230406871831,155.64,189.7,7,0,20301366.8,-1.0,0.14,5.62,-1.36,62.73,4.6,85.11,10.26,4.63,43.41,-6.08,-6.37,bullish,0.02613,0.05467,-0.0008,0.0382,0.02609,5,0.3035611465651412,0.9310470631156512,0.14,5.0,93.41,-6.08,26.21,2026-03-03
AVGO,318.82,-0.23,27934100,16.388946791367466,290.89,342.83,3,5,22546375.517,0.23,-0.31,-3.49,-2.91,101.48,3.86,73.68,9.5,16.82,45.09,0.57,3.21,,-0.00229,-0.0355,0.44254,0.05418,0.01936,6,0.24022510299234964,0.7920466982852974,0.0,-3.49,95.09,0.57,25.1,2026-03-03
HOOD,78.78,3.86,23423200,43.91088865386224,69.84,109.14,3,2,30357710.033,-0.42,-0.27,9.75,0.39,189.28,5.5,80.96,11.62,7.42,45.06,-4.75,-5.35,,0.0379,0.09305,0.45484,0.092,0.03859,6,0.7631606193424434,0.8805788641614981,0.0,5.0,95.06,-4.75,24.28,2026-03-03
BAC,49.81,-0.04,77664500,12.84182628598963,48.55,55.21,5,2,38082805.25,-0.29,0.2,-2.47,-6.29,62.12,3.3,56.28,33.33,10.38,38.56,-0.56,-0.06,,-0.0004,-0.02498,0.19635,0.03559,0.02807,7,0.1728274134578212,0.5804450930317402,0.2,-2.47,88.56,-0.56,22.57,2026-03-03
AMZN,208.39,-0.77,57230900,14.879868792854358,205.24,238.24,5,1,47054321.35,-0.69,-0.15,1.52,-1.65,42.95,2.61,61.54,21.31,17.15,42.51,-5.05,-5.6,,-0.0077,0.01509,0.0992,0.02632,0.01258,8,0.21155159999943676,0.6444120150796546,0.0,1.52,92.50999999999999,-5.05,22.1,2026-03-03
JPM,297.56,-0.91,18601400,9.107036507345892,289.86,317.52,3,3,9434519.9,-0.09,-0.31,-0.04,-3.49,55.25,2.89,40.74,35.85,23.41,43.13,-1.47,0.08,,-0.00917,-0.00037,0.1766,0.03207,0.01534,3,0.10186388075682315,0.39146296971908057,0.0,-0.04,93.13,-1.47,21.75,2026-03-03
META,653.56,0.83,15670700,3.7459705318604737,639.3,663.7,0,5,14026274.083,0.12,-0.6,2.56,-0.8,38.5,2.64,64.47,25.08,10.46,49.73,-2.31,-1.19,,0.00827,0.02527,0.09084,0.02371,0.0128,4,0.0,0.6800437796424662,0.0,2.56,99.72999999999999,-2.31,21.58,2026-03-03
MSFT,398.55,1.48,51276300,13.837724079986835,409.5,470.38,6,0,30835596.983,-1.35,0.09,3.66,-0.82,35.48,2.23,53.93,25.0,21.07,41.3,-12.83,-14.44,,0.01469,0.03597,-0.08371,0.02271,0.01921,6,0.19175014535435023,0.5518667153107139,0.09,3.66,91.3,-12.83,21.54,2026-03-03
CRM,192.95,-0.94,16330600,31.71731590390186,194.6,267.96,5,0,10046882.217,-1.13,-0.03,8.3,1.0,40.83,4.32,8.55,56.79,34.66,42.08,-9.45,-12.79,,-0.00949,0.07975,-0.36602,0.02606,0.03026,3,0.5314744870916372,0.0,0.0,5.0,92.08,-9.45,21.23,2026-03-03
UBER,75.95,0.7,20416000,12.900714630462895,75.11,85.46,3,1,20926639.183,-0.84,-0.25,7.4,3.09,37.83,3.23,73.35,16.17,10.48,50.65,-1.66,-2.44,,0.007,0.07135,-0.09657,0.02397,0.00869,5,0.17394633184584724,0.7880335643925573,0.0,5.0,99.35,-1.66,20.74,2026-03-03
V,320.51,0.12,12403000,8.586287562775324,325.5,354.71,4,0,6946327.667,-1.04,-0.1,4.56,-0.44,23.67,2.28,62.74,25.92,11.33,46.9,-4.91,-5.6,,0.00116,0.04463,-0.08759,0.01502,0.00724,3,0.0919692984784965,0.6590052292350723,0.0,4.56,96.9,-4.91,19.37,2026-03-03
NKE,61.01,-1.88,18006000,4.397822859970317,61.77,64.54,5,0,15849292.667,-0.91,-0.1,-3.3,-3.55,39.38,3.42,46.44,21.76,31.8,41.93,-0.1,0.16,,-0.019,-0.03352,0.03996,0.02474,0.01846,5,0.012385635268296877,0.4607807369573148,0.0,-3.3,91.93,-0.1,17.12,2026-03-03
TSLA,403.32,0.2,56760900,11.540209666247542,388.63,436.22,0,3,71539377.0,-0.04,-0.77,0.87,-2.22,85.32,3.12,79.8,7.49,12.71,44.69,-2.99,-1.24,,0.00201,0.00869,0.37853,0.04784,0.02002,9,0.14809581702703822,0.8664720904779277,0.0,0.87,94.69,-2.99,16.88,2026-03-03
BABA,142.56,-1.08,9766100,15.83981758368988,140.43,164.59,2,1,12153776.0,-0.48,-0.42,-6.69,-8.98,75.67,2.76,86.63,11.31,2.06,30.88,-3.5,-1.3,,-0.01081,-0.06924,0.14571,0.04373,0.01336,4,0.2297912765132988,0.949531801045847,0.0,-5.0,80.88,-3.5,12.4,2026-03-03
