simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
AAPL,264.18,-3.21,32123760,23.799278404483708,212.78,270.26,9,8,48726790.15,0.56,1.46,-0.15,-1.68,79.44,2.58,87.0,0.0,13.0,50.41,3.54,4.37,,-0.03266,-0.00151,0.28579,0.04375,0.02045,8,0.29071799758039996,0.9779190751445087,1.46,-0.15,99.59,3.54,46.99,2026-03-02
GOOGL,311.76,1.42,36036891,62.25427527818336,172.76,328.93,9,8,38087027.25,0.45,0.35,-1.02,-1.88,172.41,2.58,88.91,7.12,3.97,50.61,0.49,2.98,,0.01415,-0.01028,0.64707,0.08018,0.01289,7,0.8504696848220604,0.9999999999999999,0.35,-1.02,99.39,0.49,46.93,2026-03-02
NVDA,177.19,-4.16,357990754,32.691247731001894,135.55,188.52,9,7,183479802.95,0.23,2.33,-6.65,-4.73,90.91,3.26,65.38,21.58,13.04,42.72,2.22,3.52,,-0.04254,-0.06885,0.44507,0.04967,0.03291,9,0.42014967715553847,0.7279768786127166,2.33,-5.0,92.72,2.22,43.08,2026-03-02
JPM,300.3,-1.9,6984105,17.08527970542214,267.54,317.52,9,6,9399264.667,0.05,3.0,-3.38,-2.73,55.19,2.86,3.53,31.18,65.29,45.21,-0.95,0.47,,-0.01923,-0.03434,0.18633,0.03203,0.02491,3,0.192988901091815,0.01294797687861271,3.0,-3.38,95.21000000000001,-0.95,41.28,2026-03-02
AVGO,319.55,-0.67,32760599,35.8982352590971,238.48,342.83,8,7,22479601.267,0.27,0.77,-3.94,-2.87,101.5,4.05,88.5,4.5,7.0,45.57,1.46,3.94,,-0.00671,-0.04018,0.46815,0.0542,0.01919,6,0.46683065039056637,0.9952601156069364,0.77,-3.94,95.57,1.46,40.63,2026-03-02
INTC,45.61,0.33,70988121,70.95569756587923,22.46,47.17,3,8,96924802.567,0.59,-0.36,3.4,-2.85,175.82,5.04,53.24,43.98,2.78,50.92,0.54,1.16,,0.00329,0.03344,0.8274,0.08725,0.03241,9,0.9771277579701851,0.5876300578034682,0.0,3.4,99.08,0.54,36.59,2026-03-02
BAC,49.83,-4.72,52023062,20.905226306576637,44.76,55.21,9,4,37899875.45,-0.24,3.21,-6.09,-6.55,62.12,3.11,59.81,15.79,24.4,38.63,-0.41,0.07,,-0.04838,-0.06281,0.19896,0.03559,0.03142,7,0.24859211859283267,0.6635838150289017,3.0,-5.0,88.63,-0.41,36.49,2026-03-02
META,648.18,-1.34,10575279,3.8269229066860326,638.78,663.7,9,4,14040855.883,-0.04,0.23,-1.14,-2.09,38.59,2.65,41.78,11.13,47.08,47.69,-2.56,-0.76,,-0.01353,-0.01147,0.09862,0.02377,0.01936,4,0.0,0.4551445086705202,0.23,-1.14,97.69,-2.56,35.59,2026-03-02
WFC,81.45,-5.62,18711621,20.047197640118007,76.26,93.24,9,3,14582917.483,-0.6,2.64,-8.17,-8.45,65.08,4.07,73.68,3.43,22.88,35.29,-1.17,-0.35,,-0.05784,-0.08527,0.10298,0.03722,0.03274,5,0.23610263652813882,0.8239306358381503,2.64,-5.0,85.28999999999999,-1.17,33.48,2026-03-02
KHC,24.61,0.16,10008218,10.5894105894106,23.7,26.35,8,3,14554023.55,-0.17,0.32,0.86,0.98,35.54,2.88,4.24,80.51,15.25,53.16,0.08,0.01,,0.00163,0.00857,-0.14324,0.023,0.00705,4,0.09843490308394476,0.021156069364161853,0.32,0.86,96.84,0.08,32.59,2026-03-02
AMZN,210.0,1.0,47437875,14.953784376632399,205.09,238.24,9,2,46819381.367,-0.55,0.43,-0.05,-1.6,43.06,2.7,61.79,6.43,31.77,44.13,-5.3,-5.68,,0.00995,-0.00052,0.1267,0.02639,0.01705,8,0.16196281336240026,0.6864739884393063,0.43,-0.05,94.13,-5.3,31.91,2026-03-02
CRM,194.79,-2.35,26274546,32.91131181566716,195.98,273.19,9,0,9959719.083,-1.12,1.18,5.2,1.45,41.12,4.43,48.0,18.83,33.17,43.41,-10.26,-13.54,,-0.02374,0.0507,-0.33887,0.02624,0.03813,3,0.42335293427963205,0.5270520231213872,1.18,5.0,93.41,-10.26,30.67,2026-03-02
AMD,200.21,-1.7,34802679,61.365914661177655,117.58,221.68,2,7,39431874.933,0.18,-0.46,0.03,-4.99,196.08,4.09,2.41,40.48,57.11,44.69,-2.52,-0.53,,-0.01718,0.0003,0.70809,0.09242,0.04764,7,0.8375386902914622,0.0,0.0,0.03,94.69,-2.52,29.56,2026-03-02
NIO,4.87,-4.32,35640118,16.25480505216912,4.18,4.92,2,8,39488264.317,0.55,-0.48,-3.94,-0.96,83.02,3.85,86.67,6.67,6.67,49.13,0.12,0.12,bearish,-0.04418,-0.04025,0.217,0.04749,0.03261,8,0.18090049578270578,0.9741040462427745,0.0,-3.94,99.13,0.12,28.92,2026-03-02
V,320.14,1.09,8701288,8.508117612186162,325.76,354.71,9,0,6892602.417,-1.09,1.92,-0.25,-0.57,23.71,2.31,68.6,1.09,30.31,46.56,-5.5,-5.74,bullish,0.0108,-0.00253,-0.08258,0.01505,0.02609,3,0.06813956176661451,0.7652023121387282,1.92,-0.25,96.56,-5.5,28.78,2026-03-02
NKE,62.18,-2.77,9044916,4.397822859970317,61.77,64.54,8,2,15784737.917,-0.29,0.4,-4.92,-1.76,39.54,3.26,45.0,0.0,55.0,45.49,0.13,0.25,bearish,-0.02807,-0.05049,0.08628,0.02484,0.02242,5,0.008310030895246796,0.49236994219653174,0.4,-4.92,95.49000000000001,0.13,27.73,2026-03-02
