simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
ORCL,172.8,-1.2,24671387,30.129422479614586,140.03,189.7,9,6,13240496.217,0.43,3.03,-0.62,-8.49,60.32,4.4,21.54,68.89,9.57,43.76,1.31,5.09,,-0.01208,-0.00623,0.298,0.03634,0.02921,4,0.3226362010542432,0.21369646287716124,3.0,-0.62,93.75999999999999,1.31,42.95,2026-01-29
NIO,4.59,-1.08,23897561,19.157088122605366,3.84,4.65,7,8,40751672.833,0.7,0.19,-1.71,-4.08,86.34,3.49,75.0,14.29,10.71,50.45,0.07,0.12,,-0.01083,-0.01728,0.28261,0.04977,0.0184,7,0.16606094146078101,0.8178325234489772,0.19,-1.71,99.55,0.07,39.91,2026-01-29
WFC,88.03,-0.77,13051045,24.088097942698468,69.69,88.77,5,8,17461454.633,0.82,-0.14,2.22,-3.81,64.78,2.16,26.58,19.82,53.6,52.66,1.46,2.67,,-0.00769,0.02194,0.36713,0.03697,0.01425,5,0.23642647330822983,0.2706520510792179,0.0,2.22,97.34,1.46,37.15,2026-01-29
AVGO,333.24,0.14,23649761,54.230419310345525,192.02,334.9,4,8,25445441.15,1.09,-0.21,1.35,-1.91,108.59,3.44,42.21,8.58,49.21,60.39,15.4,22.09,,0.00135,0.01341,0.82327,0.05885,0.01701,6,0.6665575319624911,0.4472821787772629,0.0,1.35,89.61,15.4,36.53,2026-01-29
JPM,300.77,0.15,9686247,23.115624160216694,244.35,308.22,4,8,10553263.117,0.73,-0.25,-0.42,-4.53,56.5,2.02,12.92,29.72,57.36,49.98,3.84,8.4,,0.00153,-0.00421,0.35791,0.03283,0.01164,3,0.22254926814972573,0.11628432591253249,0.0,-0.42,99.97999999999999,3.84,34.23,2026-01-29
BAC,51.81,-0.69,26471648,27.637782474394406,39.76,52.51,2,8,44826553.917,0.83,-0.37,-0.5,-4.1,62.12,1.85,16.97,22.42,60.61,52.45,1.03,1.8,,-0.00692,-0.00501,0.40982,0.03555,0.00914,8,0.28708048720729984,0.16205220928918518,0.0,-0.5,97.55,1.03,29.8,2026-01-29
HOOD,103.4,-1.75,18246223,77.59708820575942,48.12,109.14,1,8,34758260.183,0.89,-0.66,-2.38,-8.4,188.01,4.41,45.18,45.41,9.41,53.32,5.77,9.27,,-0.01764,-0.02408,1.09736,0.09037,0.01149,7,1.0,0.4808452932534749,0.0,-2.38,96.68,5.77,29.65,2026-01-29
LLY,1023.8,-1.51,2186067,35.00865523299592,746.77,1063.68,2,7,3835581.933,0.91,-0.44,-5.07,-3.88,114.18,3.23,20.78,2.27,76.95,53.29,39.78,53.93,,-0.01523,-0.05207,0.32705,0.06161,0.01331,3,0.392262873931704,0.20510792179907333,0.0,-5.0,96.71000000000001,39.78,29.62,2026-01-29
TSLA,431.46,0.13,36827538,44.99194179522654,276.0,436.22,0,8,97042069.417,0.98,-1.14,0.0,-2.02,101.58,2.82,4.17,79.17,16.67,55.59,16.33,22.81,,0.0013,5e-05,0.58891,0.05783,0.02617,9,0.5347244171381993,0.01740309639507289,0.0,0.0,94.41,16.33,27.72,2026-01-29
AAPL,256.44,-0.71,42113358,25.64594745875744,199.53,258.22,0,8,57779001.4,1.05,-0.79,3.55,-1.03,86.93,1.91,25.78,29.8,44.42,59.7,5.98,8.28,,-0.00711,0.03488,0.30843,0.0486,0.01413,8,0.2586569927627035,0.26161148152333596,0.0,3.55,90.3,5.98,27.39,2026-01-29
PLTR,157.35,-5.04,26390620,42.75842927134513,110.08,169.94,1,7,78317806.617,0.63,-0.79,-4.83,-9.24,135.92,4.09,91.12,7.85,1.03,45.83,5.07,9.18,,-0.05171,-0.04947,0.75427,0.07241,0.02718,9,0.5028521835866779,0.9999999999999999,0.0,-4.83,95.83,5.07,25.55,2026-01-29
MRK,106.9,-0.95,6659566,31.79929862422444,77.94,107.41,0,8,14335639.717,1.14,-1.59,-3.79,-1.65,84.88,2.31,2.63,54.21,43.16,59.67,4.41,5.74,,-0.0095,-0.03863,0.27166,0.04667,0.00805,4,0.3464653409914703,0.0,0.0,-3.79,90.33,4.41,23.48,2026-01-29
KHC,23.19,-2.15,19456844,19.18120869193096,23.77,28.81,6,0,12737361.833,-1.35,0.26,3.53,-1.69,37.02,2.42,52.6,24.28,23.12,39.62,-0.75,-0.91,,-0.02175,0.03466,-0.24675,0.02387,0.01704,4,0.16640514209127713,0.5646965758842807,0.26,3.53,89.62,-0.75,22.63,2026-01-29
NKE,62.24,-1.35,12483305,9.791195803180786,57.33,63.24,0,7,19451383.267,0.49,-0.86,-4.85,-3.23,48.38,2.76,53.64,28.48,17.88,45.77,0.7,1.13,,-0.01356,-0.04968,0.08357,0.03027,0.01238,5,0.032409616817951015,0.5764493163069273,0.0,-4.85,95.77000000000001,0.7,21.41,2026-01-29
CRM,227.96,-0.25,9797919,11.443291968418388,244.16,273.79,6,0,7030774.9,-1.62,0.39,2.88,-6.49,39.87,3.03,34.13,58.95,6.92,31.5,-11.19,-10.12,,-0.0025,0.02839,-0.05463,0.02506,0.01354,3,0.05598503637123828,0.3559724262628545,0.39,2.88,81.5,-11.19,19.76,2026-01-29
UBER,79.78,-1.8,19916616,8.957501323969575,78.27,85.61,2,2,19982780.567,-0.29,-0.41,-5.32,-4.56,44.33,2.98,65.35,32.52,2.13,37.72,-0.63,-0.01,,-0.01813,-0.05463,0.21075,0.0275,0.00798,5,0.020512792928261192,0.7087806531811502,0.0,-5.0,87.72,-0.63,14.69,2026-01-29
SMCI,31.21,0.03,20605508,15.740984469597267,30.62,35.86,0,1,43703830.75,-0.57,-0.75,-3.19,2.09,102.64,4.83,25.83,56.83,17.34,46.5,-0.8,-1.09,,0.00032,-0.03247,0.04556,0.06659,0.01854,7,0.11731312728883747,0.26217651712057854,0.0,-3.19,96.5,-0.8,10.02,2026-01-29
HIMS,28.67,-3.4,16365234,53.60621926066953,28.84,49.95,0,0,32151461.917,-0.76,-0.62,-0.76,-10.17,126.24,5.95,70.09,9.06,20.85,33.61,-3.34,-3.34,bullish,-0.03462,-0.00764,0.09814,0.08382,0.03867,6,0.6576501945048209,0.7623460277997514,0.0,-0.76,83.61,-3.34,9.62,2026-01-29
V,326.98,0.53,5230374,7.520025038192597,329.0,354.71,1,0,6443590.333,-1.02,-0.39,0.52,-3.33,26.57,1.85,7.18,39.68,53.14,35.47,-6.62,-5.4,,0.00527,0.00521,0.04328,0.01656,0.00673,3,0.0,0.051418239349078985,0.0,0.52,85.47,-6.62,9.18,2026-01-29
