simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
HIMS,23.15,-7.33,35181408,63.55353075170843,16.47,31.82,9,4,31646152.267,-0.34,0.11,-10.55,21.25,134.37,8.59,82.01,17.99,0.0,54.67,0.5,-0.79,,-0.07608,-0.11148,-0.86224,0.08591,0.05372,7,1.0,0.9148382298252141,0.11,-5.0,95.33,0.5,36.77,2026-03-19
EXE,105.52,-0.83,2697386,5.138291474923733,104.01,109.49,9,3,3402540.05,-0.4,0.63,-2.82,-0.92,36.41,3.1,27.05,10.02,62.94,47.32,0.07,0.05,,-0.00831,-0.02859,-0.09434,0.02302,0.0071,3,0.03371728904831922,0.23354406842692454,0.63,-2.82,97.32,0.07,32.89,2026-03-19
BABA,134.43,-1.57,9872216,15.345616972607099,141.13,164.59,9,0,11369888.3,-1.2,0.99,-1.36,-4.47,74.1,2.39,83.82,14.93,1.25,34.7,-5.59,-5.8,,-0.01579,-0.01374,0.10749,0.04261,0.01254,4,0.20256299225144725,0.9372753192016859,0.99,-1.36,84.7,-5.59,26.57,2026-03-19
WMT,121.98,-2.48,12856584,8.04353406232353,116.85,126.64,3,5,29642325.7,0.16,-0.19,-1.22,-2.66,38.36,2.09,84.53,10.07,5.4,43.77,0.26,0.85,,-0.0251,-0.0123,0.23597,0.02328,0.01563,6,0.08177470896272533,0.9460766084046116,0.0,-1.22,93.77000000000001,0.26,25.82,2026-03-19
KHC,22.08,-3.54,14076646,4.190118824265162,23.48,24.49,9,0,15961016.233,-2.09,1.78,-4.58,-7.39,36.22,2.93,46.4,46.04,7.56,32.23,-0.46,-0.25,,-0.03603,-0.04689,-0.1749,0.02342,0.02422,5,0.018032977031938915,0.4734101896615843,1.78,-4.58,82.22999999999999,-0.46,24.1,2026-03-19
INTC,45.03,2.2,86384229,9.080147623028799,43.34,47.46,2,4,100358253.1,0.15,-0.48,-6.15,-0.62,177.24,5.03,50.0,40.96,9.04,49.09,0.05,0.24,,0.02178,-0.06346,0.8091,0.08841,0.03415,9,0.09892197693678019,0.5180364447750093,0.0,-5.0,99.09,0.05,20.08,2026-03-19
JPM,287.74,0.3,8668279,6.463301715799838,297.64,317.52,6,0,9675050.967,-1.06,0.12,0.08,-2.41,55.17,2.32,21.21,38.93,39.86,39.76,-5.38,-4.65,,0.00296,0.00076,0.09865,0.032,0.00967,3,0.05563510541685253,0.1611503656873683,0.12,0.08,89.75999999999999,-5.38,19.87,2026-03-19
PLTR,152.77,-1.49,36638206,22.23821340181579,135.93,169.94,0,4,49198654.0,-0.1,-0.84,0.77,4.76,128.93,3.86,53.31,42.77,3.92,55.35,2.42,1.24,,-0.01501,0.00769,0.21423,0.06766,0.01597,9,0.31657770563050447,0.5590678071154086,0.0,0.77,94.65,2.42,19.5,2026-03-19
MRK,114.5,-1.18,7944698,9.649749036233226,108.32,119.3,0,5,10861478.6,0.2,-0.89,-1.47,-3.72,81.47,2.37,25.34,22.62,52.04,43.0,-0.08,0.9,,-0.01189,-0.01482,0.38927,0.04419,0.00565,3,0.10834410726659328,0.2123465972480476,0.0,-1.47,93.0,-0.08,18.89,2026-03-19
NKE,53.47,-2.99,7926762,6.135851014990321,60.7,64.54,7,0,15764348.633,-2.41,0.2,-4.0,-9.49,36.18,2.55,60.59,27.06,12.35,27.75,-2.4,-1.9,,-0.03039,-0.04086,-0.11556,0.02283,0.02045,5,0.050218540239707135,0.6493120119003348,0.2,-4.0,77.75,-2.4,18.12,2026-03-19
CRM,194.34,-0.5,11024507,23.2392305542454,193.36,244.2,3,1,11559330.85,-0.78,-0.2,0.11,0.34,41.67,3.72,26.78,51.57,21.65,45.75,-2.7,-4.17,,-0.00498,0.00108,-0.34034,0.02657,0.02657,4,0.3331361513329296,0.2301970992934177,0.0,0.11,95.75,-2.7,17.81,2026-03-19
UBER,76.66,-1.45,33110610,11.163815820995653,73.9,82.64,0,3,19273264.25,-0.36,-0.7,2.25,3.03,36.2,2.96,64.17,20.83,15.0,53.83,-0.26,-0.81,,-0.01463,0.02229,-0.13511,0.02301,0.02683,5,0.13338922520936208,0.6936903433742408,0.0,2.25,96.17,-0.26,17.45,2026-03-19
AVGO,315.93,-1.67,37931378,5.6773737951432395,324.18,343.12,5,0,25091032.45,-0.52,0.04,-7.51,-3.67,101.92,3.84,45.5,50.66,3.84,42.5,-0.45,1.25,,-0.01689,-0.07803,0.32302,0.05448,0.01803,6,0.042634584128455,0.46225362588322805,0.04,-5.0,92.5,-0.45,16.82,2026-03-19
