simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
AVGO,328.8,-1.14,31040357,60.64396978627366,178.8,334.42,9,8,25887107.733,1.22,0.42,-7.28,-1.62,112.01,3.7,58.3,1.7,40.0,59.35,24.89,30.85,,-0.01149,-0.07557,0.66484,0.06148,0.03398,6,0.6896776603385695,0.9353062629043358,0.42,-5.0,90.65,24.89,45.26,2026-01-22
ORCL,173.88,-3.36,24926668,30.575218257735102,139.39,189.7,9,6,12272484.917,0.59,4.01,-14.04,-8.67,62.54,3.97,58.41,9.27,32.33,43.58,5.95,9.63,,-0.03415,-0.15134,0.21053,0.03788,0.02532,4,0.30831629730513466,0.9371988988300068,3.0,-5.0,93.58,5.95,41.73,2026-01-22
MSFT,444.11,-2.29,25927390,17.15308598830723,386.91,459.5,9,7,23903694.55,0.36,1.33,-5.64,-5.94,37.54,2.01,58.84,2.43,38.74,39.03,2.84,8.9,,-0.02317,-0.05808,0.15906,0.02311,0.01296,6,0.1380836671865922,0.9445973847212663,1.33,-5.0,89.03,2.84,41.02,2026-01-22
AMZN,231.31,0.13,47209642,21.788436232030133,186.02,231.5,5,8,48874786.617,1.13,-0.1,-4.65,-1.01,54.76,2.5,4.15,18.27,77.58,54.89,8.03,10.24,,0.00134,-0.04766,0.18252,0.03372,0.01881,8,0.1968737198898362,0.00361321403991742,0.0,-4.65,95.11,8.03,33.45,2026-01-22
AAPL,247.65,0.39,77475520,24.871217724723454,199.53,256.2,5,7,58977042.117,0.9,-0.15,-5.13,-3.56,90.59,2.07,16.64,44.74,38.62,52.19,8.19,11.6,,0.00384,-0.0527,0.12798,0.05133,0.01473,8,0.23597257475489258,0.21851342050929112,0.0,-5.0,97.81,8.19,32.13,2026-01-22
UBER,84.26,0.65,19401286,14.101503059292146,74.33,85.61,3,8,19926214.283,0.47,-0.34,-1.35,0.04,48.76,2.93,4.89,45.86,49.25,49.74,0.2,0.43,,0.00643,-0.01356,0.14688,0.03053,0.00874,5,0.09938050306904574,0.016345492085340668,0.0,-1.35,99.74000000000001,0.2,31.16,2026-01-22
NVDA,183.32,2.95,219199770,50.61005689860465,109.51,183.71,2,8,236804284.717,1.35,-0.38,-1.34,1.11,101.87,2.52,62.06,29.8,8.14,65.2,11.81,14.54,,0.02906,-0.01349,0.51376,0.05698,0.02954,9,0.5624177476092901,1.0,0.0,-1.34,84.8,11.81,30.33,2026-01-22
META,612.96,1.46,15057638,15.793705288236188,548.57,642.64,4,6,16275994.35,0.3,-0.23,-2.87,-4.75,52.19,2.29,36.0,29.21,34.79,43.09,-1.11,6.65,,0.01453,-0.02915,0.06091,0.03231,0.01893,4,0.12084266946281229,0.5516173434273917,0.0,-2.87,93.09,-1.11,28.38,2026-01-22
WFC,86.12,-0.62,14492853,24.039480552348095,69.53,88.52,3,7,17440979.617,0.79,-0.39,-7.95,-5.53,69.56,2.27,25.08,68.98,5.94,47.9,2.62,4.3,,-0.00625,-0.08286,0.19744,0.04049,0.01823,5,0.2254236691429788,0.3637302133516861,0.0,-5.0,97.9,2.62,27.8,2026-01-22
JPM,302.04,-0.23,12873130,23.611350210745098,243.13,308.22,1,8,10697331.9,0.9,-0.63,-2.85,-4.25,61.12,2.23,32.59,46.47,20.94,50.51,9.07,14.09,,-0.00231,-0.02891,0.21812,0.03615,0.01629,3,0.2199937007429032,0.4929456297315898,0.0,-2.85,99.49000000000001,9.07,27.68,2026-01-22
