simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
PLTR,157.16,2.94,50250313,25.72327905248761,131.21,169.94,9,6,54792518.317,0.27,0.82,14.56,13.26,129.1,4.0,60.21,38.44,1.34,62.19,0.28,-3.2,,0.02899,0.1359,0.20445,0.06779,0.02308,9,0.3253566702901479,0.914495862703034,0.82,5.0,87.81,0.28,43.75,2026-03-09
KHC,24.54,1.28,18414850,4.031007751937991,23.7,24.68,9,7,15181009.967,-0.02,0.57,-0.28,0.38,35.41,2.67,63.89,1.85,34.26,52.83,0.03,0.03,,0.01271,-0.00285,-0.11715,0.02293,0.01044,5,0.003476440509724739,0.9708856880171621,0.57,-0.28,97.17,0.03,43.11,2026-03-09
AVGO,330.48,-0.69,56905445,7.357226405987973,318.5,342.83,9,4,23650415.733,0.37,1.82,3.42,0.27,100.95,3.74,13.66,80.88,5.46,53.29,-0.01,0.77,,-0.00691,0.03363,0.352,0.05377,0.02454,6,0.05283245352614,0.20119521912350596,1.82,3.42,96.71000000000001,-0.01,39.19,2026-03-09
MRK,115.79,-0.24,10503094,11.267044448379666,106.58,119.3,6,6,12069504.15,0.55,0.15,-6.49,-3.94,82.05,2.4,24.8,22.44,52.76,46.5,1.93,3.33,,-0.00242,-0.06705,0.41279,0.04464,0.0154,4,0.11084819159469328,0.37189702727551327,0.15,-5.0,96.5,1.93,31.65,2026-03-09
ORCL,152.96,-1.18,23869886,20.286827943985813,154.76,189.7,9,0,21517693.5,-0.81,1.49,5.2,0.72,61.95,4.31,0.53,82.3,17.17,47.04,-4.1,-5.54,,-0.01189,0.05069,-0.05909,0.0377,0.01627,5,0.24468802532671072,0.0,1.49,5.0,97.03999999999999,-4.1,31.21,2026-03-09
AMZN,213.21,-2.62,60834400,14.454330097899579,206.13,238.24,8,2,47371509.067,-0.52,0.16,1.53,2.55,40.6,2.59,37.16,48.64,14.2,48.11,-2.7,-4.51,,-0.02652,0.01517,0.00867,0.02493,0.02377,8,0.15814265066857186,0.5612932883849218,0.16,1.53,98.11,-2.7,30.98,2026-03-09
WMT,123.8,0.4,28521601,11.934272595102872,112.38,126.64,3,7,30346106.983,0.61,-0.17,-3.24,-2.79,38.0,2.67,50.58,15.18,34.24,48.47,1.25,2.17,,0.00397,-0.03297,0.25557,0.02304,0.01709,6,0.12074883990429605,0.7669322709163346,0.0,-3.24,98.47,1.25,28.87,2026-03-09
JPM,289.48,-1.39,12686496,6.463301715799838,297.64,317.52,9,0,9591937.033,-0.61,1.26,-3.6,-5.06,55.23,2.58,50.0,8.12,41.88,37.35,-3.3,-1.57,,-0.01396,-0.0367,0.09589,0.03205,0.01104,3,0.039567974177826655,0.7580447441005209,1.26,-3.6,87.35,-3.3,26.13,2026-03-09
INTC,43.42,-5.51,78025400,23.779873094941603,37.14,47.17,2,6,97943687.067,0.26,-0.49,-4.8,-5.73,177.24,4.37,65.79,26.84,7.37,45.33,0.02,0.48,,-0.05663,-0.04921,0.65474,0.08826,0.04707,9,0.2965194891805929,1.0,0.0,-4.8,95.33,0.02,24.76,2026-03-09
NVDA,177.82,-3.01,198153200,5.738912428967995,178.01,188.52,7,0,183762210.817,0.07,0.09,0.36,-4.48,90.23,3.17,34.01,49.16,16.84,43.89,-0.09,1.41,,-0.03057,0.00355,0.31378,0.04917,0.02372,9,0.028819141708171785,0.5130248237817958,0.09,0.36,93.89,-0.09,24.18,2026-03-09
BAC,48.64,-2.35,29872239,10.038279559666176,49.94,55.21,8,0,38370176.533,-0.74,0.69,-2.39,-6.73,61.84,2.86,8.33,5.56,86.11,34.84,-0.94,-0.53,,-0.02377,-0.02417,0.09391,0.03538,0.01222,7,0.09261519426374099,0.11952191235059761,0.69,-2.39,84.84,-0.94,23.54,2026-03-09
HOOD,77.09,-4.31,39358719,37.398550823148774,74.76,109.14,5,1,29670607.967,-0.62,-0.08,1.63,-0.86,189.03,5.2,31.3,41.6,27.1,44.18,-3.38,-4.51,,-0.04403,0.01622,0.20869,0.09165,0.0524,6,0.4985999009422598,0.4714986209010113,0.0,1.63,94.18,-3.38,23.24,2026-03-09
META,644.86,-2.38,13249534,3.7967221894211076,640.41,665.19,5,2,13819885.083,-0.39,-0.1,-0.51,-1.31,35.09,2.55,22.75,11.75,65.49,45.71,-1.45,-1.75,,-0.02407,-0.00514,-0.01717,0.02167,0.01681,4,0.0,0.34048421697824083,0.0,-0.51,95.71000000000001,-1.45,23.12,2026-03-09
MSFT,408.96,-0.42,38912100,15.118836089236968,404.26,470.38,5,1,31813207.05,-0.93,-0.04,4.13,1.94,35.28,2.07,5.29,84.8,9.91,47.93,-7.77,-11.55,,-0.0042,0.04047,-0.09372,0.02258,0.0083,7,0.16800290634298468,0.072939013178057,0.0,4.13,97.93,-7.77,22.73,2026-03-09
CRM,202.11,0.36,15843090,31.15107849132946,193.88,265.43,4,1,10536182.4,-0.77,-0.17,3.76,5.91,40.73,3.84,23.61,15.21,61.18,50.72,-5.45,-9.34,,0.00357,0.03689,-0.3582,0.026,0.02288,3,0.40589693766787527,0.35366227398099903,0.0,3.76,99.28,-5.45,22.06,2026-03-09
WFC,80.42,-2.06,20882076,12.146462851048714,82.57,93.24,7,0,14723636.983,-0.93,0.38,-1.26,-7.07,65.1,3.46,6.08,5.7,88.21,35.73,-1.95,-1.29,,-0.0208,-0.01273,0.05666,0.03723,0.0184,4,0.12389741975537344,0.08504443763407907,0.38,-1.26,85.72999999999999,-1.95,21.65,2026-03-09
NIO,4.78,1.27,38130051,7.645663063538094,4.56,4.92,1,5,40473105.85,0.24,-0.66,-1.85,-3.51,83.26,3.87,50.0,16.67,33.33,47.85,0.01,0.06,,0.01263,-0.01865,0.14859,0.04764,0.03637,8,0.05711241371670694,0.7580447441005209,0.0,-1.85,97.85,0.01,21.55,2026-03-09
AAPL,257.46,-1.09,49554600,6.342755691805876,253.65,270.26,2,2,47710398.267,0.17,-0.42,-2.54,-3.41,78.64,2.32,26.59,3.18,70.23,43.23,0.56,2.37,,-0.01093,-0.02577,0.1899,0.04318,0.00497,8,0.037779254990024984,0.3993257738277658,0.0,-2.54,93.22999999999999,0.56,16.45,2026-03-09
TSLA,396.73,-2.17,51653564,8.205804466854605,401.84,436.22,4,0,68725461.117,-0.41,-0.22,-1.44,-3.28,83.96,2.82,16.71,52.33,30.96,42.78,-4.85,-3.68,,-0.02199,-0.01446,0.17191,0.04686,0.02419,9,0.06542405803974652,0.24793135151700887,0.0,-1.44,92.78,-4.85,16.11,2026-03-09
NKE,57.01,-1.74,19856936,4.624621054508714,61.63,64.54,6,0,15753224.883,-2.64,0.1,-8.31,-8.65,36.94,3.24,58.23,10.13,31.65,31.76,-1.27,-0.51,,-0.01756,-0.08681,-0.09018,0.02332,0.00634,5,0.012284756779830534,0.8841556849524976,0.1,-5.0,81.76,-1.27,15.93,2026-03-09
HIMS,15.74,-0.88,17042963,71.18909144225599,16.47,34.68,1,0,27976104.8,-1.04,-0.62,8.4,-4.38,99.49,7.81,31.8,15.74,52.46,29.12,-3.28,-4.1,,-0.00886,0.08068,-1.40268,0.07055,0.06937,6,1.0,0.4791602819491265,0.0,5.0,79.12,-3.28,14.52,2026-03-09
SMCI,31.31,-2.88,26855259,10.168424366441043,30.15,33.38,0,3,37294139.3,-0.4,-0.59,-3.33,-1.77,93.33,5.09,10.08,75.19,14.73,48.11,-0.03,-0.1,,-0.02927,-0.03391,-0.2168,0.06116,0.03974,7,0.0945463447518119,0.1463377260190009,0.0,-3.33,98.11,-0.03,14.17,2026-03-09
V,317.36,-0.76,7358867,9.589075311419073,321.61,354.0,3,0,6994890.233,-1.08,-0.2,-0.87,-0.75,23.54,2.2,24.3,6.12,69.57,43.5,-3.47,-4.57,,-0.00766,-0.00872,-0.11529,0.01493,0.00359,3,0.08594968816524146,0.36423536622739805,0.0,-0.87,93.5,-3.47,14.11,2026-03-09
AMD,192.43,-3.52,35891700,11.22578358378691,198.12,221.68,3,0,37811499.733,-0.14,-0.24,-3.89,-5.68,196.84,4.07,31.59,55.28,13.13,42.12,-4.41,-2.94,,-0.03583,-0.03963,0.53713,0.09291,0.0386,7,0.11023594327859745,0.4759423843089181,0.0,-3.89,92.12,-4.41,13.49,2026-03-09
BABA,130.79,0.34,18462532,15.567728108056803,140.82,164.59,4,0,12171041.667,-1.21,-0.19,-9.24,-13.2,75.68,2.53,41.05,45.18,13.77,22.97,-7.06,-4.22,,0.00337,-0.09698,-0.00655,0.04375,0.01968,4,0.17466377943287018,0.6209010113392582,0.0,-5.0,72.97,-7.06,12.03,2026-03-09
UBER,75.13,-0.41,14788557,12.92493690212818,75.05,85.42,0,1,19916346.983,-0.87,-0.63,-0.38,2.27,34.06,3.19,28.99,31.88,39.13,47.33,-0.9,-1.7,,-0.00412,-0.00385,-0.19952,0.02172,0.00948,5,0.13544878765815302,0.4361017468587189,0.0,-0.38,97.33,-0.9,11.43,2026-03-09
F,12.15,-1.54,64079187,5.429445010655053,13.12,13.86,3,0,65960325.767,-0.73,-0.24,-13.77,-10.94,70.3,3.48,6.9,51.72,41.38,31.35,-0.22,0.02,,-0.01552,-0.14814,0.13648,0.03974,0.02607,9,0.024227117095534732,0.09760956175298804,0.0,-5.0,81.35,-0.22,11.05,2026-03-09
GOOGL,298.52,-0.78,35693600,8.186081082520143,303.06,328.93,0,0,36043171.083,0.11,-0.74,-4.25,-3.42,171.65,2.38,45.42,37.57,17.01,39.56,-2.27,0.07,,-0.00787,-0.0434,0.6266,0.07947,0.00555,7,0.06513139309038901,0.6878639288997854,0.0,-4.25,89.56,-2.27,7.38,2026-03-09
