simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
AVGO,332.77,4.8,27262543,7.9515354675879895,316.61,342.83,9,5,23422649.067,0.45,4.06,3.44,1.27,101.26,3.58,19.82,25.59,54.58,54.95,-0.37,1.14,,0.04688,0.03383,0.40667,0.05402,0.02451,6,0.061873635785965456,0.22011407286695378,3.0,3.44,95.05,-0.37,42.14,2026-03-06
AMZN,218.94,0.98,54286831,14.454330097899579,206.13,238.24,9,4,47773420.733,-0.16,0.55,5.3,5.07,40.29,2.49,60.66,31.35,7.99,54.6,-3.01,-4.92,,0.00973,0.05164,0.04819,0.02473,0.01709,8,0.1594836247937096,0.6954952857641719,0.55,5.0,95.4,-3.01,39.3,2026-03-06
WMT,123.31,-3.52,16398310,12.380772697733896,111.88,126.64,7,7,30433363.65,0.59,-0.04,-0.89,-3.3,38.11,2.7,50.26,8.54,41.2,47.43,1.56,2.38,,-0.03584,-0.00896,0.24257,0.02311,0.02311,6,0.12835855833479842,0.5744383657315796,0.0,-0.89,97.43,1.56,37.82,2026-03-06
NVDA,183.34,0.16,175709563,5.82735840047701,177.85,188.52,8,5,184371392.483,0.36,0.25,-0.84,-1.36,90.47,3.08,35.11,11.65,53.24,49.36,0.56,1.89,,0.00164,-0.00842,0.39916,0.04935,0.0279,9,0.029988744449443286,0.3980910254917937,0.25,-0.84,99.36,0.56,35.95,2026-03-06
KHC,24.23,0.79,15476902,4.475611013715586,23.7,24.78,9,4,15144094.967,-0.28,0.56,-1.38,-0.87,35.47,2.57,30.0,44.17,25.83,48.44,0.01,0.03,,0.00787,-0.01393,-0.14996,0.02296,0.00774,5,0.009698383909992087,0.33861017343731814,0.56,-1.38,98.44,0.01,35.8,2026-03-06
HOOD,80.56,-2.01,37991917,39.406651860382205,73.21,109.14,9,2,29882997.967,-0.43,0.7,1.4,3.9,189.45,5.23,25.77,41.76,32.47,47.88,-3.45,-4.71,,-0.02027,0.01387,0.33844,0.09204,0.05294,6,0.5340296456076744,0.2893725992317541,0.7,1.4,97.88,-3.45,34.3,2026-03-06
META,660.57,-1.07,10709535,3.829502972379844,640.2,665.19,5,7,13967161.75,0.3,-0.1,0.54,0.9,35.13,2.52,7.75,41.93,50.32,51.87,-0.46,-1.56,,-0.01078,0.0054,0.03253,0.0217,0.01354,4,0.0,0.07961820509835875,0.0,0.54,98.13,-0.46,33.82,2026-03-06
CRM,201.39,4.3,10058002,31.34752120885011,193.88,265.96,9,1,10474252.4,-0.81,1.02,0.96,5.87,40.71,3.98,69.4,29.71,0.89,50.12,-6.58,-10.31,,0.04214,0.00958,-0.36056,0.02599,0.02692,3,0.4130583249632875,0.7972296589454081,1.02,0.96,99.88,-6.58,32.06,2026-03-06
INTC,45.95,0.81,96145709,25.242486644581742,36.6,47.17,2,8,98278880.4,0.53,-0.42,1.08,-0.75,176.62,4.26,60.67,29.78,9.55,52.0,0.21,0.6,,0.00808,0.01072,0.72836,0.08781,0.03913,9,0.32141890059450967,0.6956116866488186,0.0,1.08,98.0,0.21,31.49,2026-03-06
MSFT,410.68,1.35,35644323,15.118836089236968,404.26,470.38,9,1,31675488.717,-0.9,0.41,2.23,2.56,35.27,2.12,86.82,12.9,0.28,48.98,-8.94,-12.5,,0.01343,0.02206,-0.08979,0.02258,0.01581,7,0.16945817053865414,0.9999999999999999,0.41,2.23,98.97999999999999,-8.94,31.14,2026-03-06
