simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
LLY,1058.56,4.86,3247500,31.27353193419899,776.32,1064.1,6,8,3609429.8,0.72,0.05,1.78,2.12,113.46,3.53,37.9,19.34,42.76,55.19,5.68,10.04,,0.04743,0.01769,0.16344,0.06126,0.02558,3,0.3808042951212968,0.3193288773700722,0.05,1.78,94.81,5.68,39.73,2026-02-24
JPM,297.67,-4.22,7790700,17.962617768701417,265.19,317.52,9,5,9253360.533,0.08,1.27,-1.61,-3.61,55.13,2.96,70.27,13.51,16.22,42.1,0.46,2.2,,-0.04313,-0.01626,0.19628,0.03199,0.02316,3,0.19137446673185116,0.7608784613286045,1.27,-1.61,92.1,0.46,38.98,2026-02-24
WFC,85.15,-4.0,14254400,20.936810461000785,75.57,93.24,9,5,14554004.95,-0.03,1.14,-2.1,-5.16,63.91,3.62,62.98,8.34,28.68,40.61,-0.32,0.43,,-0.04085,-0.02126,0.18159,0.03638,0.02273,4,0.23370069649297232,0.6614377301868776,1.14,-2.1,90.61,-0.32,38.45,2026-02-24
BAC,51.07,-3.75,33549000,21.809325332061157,44.36,55.21,9,5,36900707.55,0.13,1.25,-2.82,-4.66,61.06,2.97,74.68,17.72,7.59,40.4,0.09,0.57,,-0.03823,-0.02857,0.24732,0.03484,0.02001,7,0.24611760041386294,0.8210339653526123,1.25,-2.82,90.4,0.09,38.32,2026-02-24
GOOGL,311.49,-1.11,53180700,64.77566923140107,167.99,328.93,3,8,37692886.1,0.54,-0.34,1.89,-3.47,172.31,3.34,78.78,4.38,16.84,50.26,1.55,6.23,,-0.01114,0.0187,0.67372,0.08011,0.02101,7,0.8575787705617977,0.8769608511799208,0.0,1.89,99.74000000000001,1.55,35.98,2026-02-24
NKE,63.09,-3.53,33428700,5.373372597686682,61.17,64.54,6,5,15984673.283,0.27,0.02,-0.06,-0.27,39.67,3.57,51.71,12.67,35.62,48.65,0.38,0.25,,-0.03596,-0.00063,0.11209,0.02492,0.02306,5,0.012214829561368795,0.5077069976810803,0.02,-0.06,98.65,0.38,32.17,2026-02-24
F,13.64,-2.64,67563600,26.024736788306253,10.64,13.82,2,8,71602338.1,0.63,-0.42,-3.4,-1.33,67.47,2.41,72.34,12.77,14.89,50.13,0.19,0.26,,-0.02676,-0.03459,0.30942,0.03773,0.01716,9,0.30610782038066436,0.7891147183194652,0.0,-3.4,99.87,0.19,29.38,2026-02-24
AAPL,266.18,0.6,42044900,23.039535573836112,211.4,266.45,0,8,50317147.417,0.76,-0.9,4.07,0.09,79.83,2.42,44.47,53.73,1.8,54.61,3.2,4.87,,0.00603,0.03986,0.22523,0.04402,0.01682,8,0.26362492651370467,0.4089483017323693,0.0,4.07,95.39,3.2,28.33,2026-02-24
AMZN,205.27,-2.3,65790900,15.40503809708029,204.16,238.24,8,1,47822101.517,-0.68,0.16,3.26,-6.68,43.49,3.26,52.07,7.33,40.6,37.56,-7.05,-5.48,,-0.02331,0.03208,0.10711,0.02666,0.01896,8,0.15497712600349445,0.5126176510707953,0.16,3.26,87.56,-7.05,28.14,2026-02-24
AVGO,330.34,-0.69,17638800,38.55541392443105,232.01,342.83,0,8,22129010.167,0.58,-0.81,1.59,0.07,101.21,4.87,14.49,47.42,38.09,52.5,4.48,6.11,,-0.00697,0.01577,0.54018,0.05402,0.01149,6,0.4844339661274648,0.0,0.0,1.59,97.5,4.48,27.87,2026-02-24
V,306.52,-4.5,6831100,7.9587814702409,327.56,354.71,9,0,6684580.05,-2.19,1.71,-2.41,-5.62,23.33,2.54,79.19,9.33,11.48,31.96,-5.96,-5.16,,-0.046,-0.02436,-0.11971,0.01481,0.02426,3,0.04900821226636412,0.8825535397626517,1.71,-2.41,81.96000000000001,-5.96,24.94,2026-02-24
TSLA,399.83,-2.91,57843900,23.76393339350747,343.57,436.22,3,5,75565729.083,0.08,-0.25,-4.22,-4.27,85.4,3.6,54.58,3.04,42.39,41.76,-2.0,0.93,,-0.02955,-0.0431,0.34857,0.04788,0.01393,9,0.27393395209676497,0.5468558177601963,0.0,-4.22,91.75999999999999,-2.0,24.15,2026-02-24
ORCL,141.31,-4.57,29544400,19.72230406871831,155.64,189.7,9,0,18942925.5,-1.4,0.91,-11.76,-10.3,62.53,5.42,61.65,0.0,38.35,34.66,-6.71,-6.07,,-0.0468,-0.12509,0.00418,0.03806,0.03122,5,0.2164168544812577,0.643295594052653,0.91,-5.0,84.66,-6.71,24.1,2026-02-24
INTC,43.63,-1.09,90580400,74.78336852836233,21.5,47.17,0,7,95705969.85,0.54,-0.79,-6.75,-7.05,175.71,5.77,33.58,33.58,32.85,46.03,0.75,1.9,,-0.01094,-0.06992,0.77503,0.08712,0.0032,9,1.0,0.26040103669349335,0.0,-5.0,96.03,0.75,23.9,2026-02-24
AMD,196.6,-1.77,36266600,63.92142333244397,114.3,221.68,0,7,38450581.317,0.23,-0.6,-5.17,-10.52,195.22,5.34,28.49,24.67,46.85,41.66,-2.82,1.83,,-0.0179,-0.05309,0.70286,0.09173,0.01506,7,0.8454218554145816,0.19096985404446865,0.0,-5.0,91.66,-2.82,22.88,2026-02-24
CRM,178.16,-3.78,10808800,25.47610676111043,211.92,273.79,9,0,8950177.65,-1.75,1.37,-6.09,-10.21,38.19,5.06,39.37,15.19,45.44,23.69,-15.15,-15.8,,-0.03854,-0.06287,-0.41095,0.02446,0.02276,3,0.29830017542038173,0.3393807120447414,1.37,-5.0,73.69,-15.15,22.21,2026-02-24
MSFT,384.47,-3.21,33960000,11.061161949006925,421.08,470.38,9,0,30295946.833,-2.0,0.69,-4.2,-7.92,38.27,2.64,87.8,0.98,11.22,29.34,-16.05,-14.57,,-0.03265,-0.04289,-0.02768,0.0243,0.0149,6,0.09315870368901287,0.9999999999999999,0.69,-4.2,79.34,-16.05,22.2,2026-02-24
UBER,70.72,-4.25,20215600,6.7997194039713245,79.98,85.61,7,0,21225117.917,-1.89,0.18,1.04,-6.2,38.48,4.03,79.93,0.0,20.07,33.67,-2.94,-2.93,bearish,-0.04344,0.01038,-0.13584,0.02435,0.02768,5,0.03251340765893357,0.892647660619288,0.18,1.04,83.67,-2.94,21.87,2026-02-24
BABA,152.78,-1.08,8745400,26.267767149523696,126.38,164.59,0,6,12557458.75,0.21,-0.89,-1.89,-6.15,75.89,2.91,72.34,22.07,5.58,41.59,-0.92,1.24,,-0.01087,-0.01912,0.24627,0.04391,0.00609,4,0.30956642578119914,0.7891147183194652,0.0,-1.89,91.59,-0.92,21.63,2026-02-24
KHC,24.54,0.57,13442900,12.703743949422108,23.7,26.92,2,3,14261001.617,-0.32,-0.46,-1.05,1.71,35.65,2.98,60.22,30.11,9.68,52.71,-0.01,-0.08,,0.00572,-0.01054,-0.17043,0.02307,0.023,4,0.11653456071773328,0.6237893875323967,0.0,-1.05,97.28999999999999,-0.01,19.86,2026-02-24
HOOD,71.78,-5.69,30235100,51.90121747158272,64.17,109.14,4,2,32650885.6,-0.57,-0.15,-5.52,-15.6,189.21,7.32,80.45,9.35,10.2,34.39,-6.49,-5.24,,-0.05857,-0.05673,0.37954,0.09188,0.027,6,0.6743603110970023,0.8997408266266539,0.0,-5.0,84.39,-6.49,19.64,2026-02-24
HIMS,15.51,-0.77,25100600,59.89854318418314,26.93,49.95,6,0,34493585.233,-1.4,0.04,-4.85,-28.34,116.49,11.92,44.53,0.0,55.47,18.21,-4.84,-4.82,,-0.00771,-0.04968,-0.75805,0.07943,0.01042,7,0.7881715804416102,0.4097667439639885,0.04,-4.85,68.21000000000001,-4.84,17.33,2026-02-24
PLTR,130.6,-3.43,53627800,29.58272693372758,126.14,169.94,3,1,63309112.8,-0.67,-0.31,-0.62,-8.28,133.37,6.39,30.37,0.0,69.63,37.9,-6.98,-6.24,,-0.03491,-0.00618,0.09773,0.07107,0.02055,9,0.3567421685763359,0.21661437730186878,0.0,-0.62,87.9,-6.98,16.4,2026-02-24
SMCI,30.71,-5.27,26023900,10.593270250107983,30.15,33.52,0,2,41046888.9,-0.55,-0.7,0.56,-1.85,97.42,6.19,69.51,20.98,9.51,47.17,-0.21,-0.26,,-0.05419,0.00555,-0.03676,0.06331,0.04913,8,0.08650005927697,0.7505115263947619,0.0,0.56,97.17,-0.21,14.44,2026-02-24
META,637.25,-2.81,14166900,4.515057150642645,634.4,663.7,0,1,14898446.117,-0.22,-0.82,-0.39,-4.85,40.3,3.33,71.01,23.23,5.76,43.72,-2.23,2.76,,-0.02848,-0.00395,0.14906,0.02484,0.01682,5,0.0,0.7709725821852408,0.0,-0.39,93.72,-2.23,11.5,2026-02-24
