simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
NIO,4.52,-3.83,56561000,17.59071117561682,3.93,4.68,9,7,40179392.667,0.48,1.57,-1.95,-3.53,85.03,4.14,38.57,0.0,61.43,47.78,0.05,0.09,,-0.03905,-0.01972,0.31156,0.04885,0.02874,7,0.1552916550701823,0.37248790972595386,1.57,-1.95,97.78,0.05,42.74,2026-02-03
HOOD,89.91,-9.62,23692300,76.28826833320149,48.87,109.14,9,6,32870830.333,0.38,1.57,-15.97,-18.27,184.22,5.53,82.26,0.55,17.19,36.65,2.31,6.36,,-0.10115,-0.17402,0.75615,0.08797,0.03713,7,1.0,0.8420204191295004,1.57,-5.0,86.65,2.31,41.43,2026-02-03
ORCL,160.06,-2.75,27234800,27.175420265556934,144.32,189.7,9,3,14279709.767,-0.16,3.6,-12.27,-13.05,55.82,4.74,96.96,2.5,0.54,34.99,-2.41,1.85,,-0.02785,-0.13087,0.13612,0.03373,0.01089,4,0.29322386458720007,1.0,3.0,-5.0,84.99000000000001,-2.41,34.48,2026-02-03
LLY,1044.13,0.67,3301900,34.04974581585805,754.19,1063.68,2,8,3704069.133,0.96,-0.44,-1.75,-1.35,113.88,2.76,33.06,66.94,0.0,56.84,29.13,42.74,,0.00671,-0.01768,0.32593,0.06139,0.01469,3,0.3921513232293743,0.3132724341751747,0.0,-1.75,93.16,29.13,31.88,2026-02-03
JPM,308.14,0.74,11951400,22.3858634354213,246.33,308.42,2,8,9869250.533,0.85,-0.5,2.36,-1.37,54.32,2.06,46.46,14.52,39.01,55.97,3.15,5.66,,0.00733,0.02331,0.27378,0.03143,0.0087,3,0.22429802135202895,0.45728103170338535,0.0,2.36,94.03,3.15,31.18,2026-02-03
V,333.84,3.73,11196300,6.9449366022635255,330.9,354.71,9,1,6356291.867,-0.68,0.73,1.63,-0.31,23.3,2.03,85.12,8.03,6.85,47.73,-5.72,-5.94,bullish,0.03664,0.01616,0.00423,0.01471,0.0253,3,0.0020898004135918302,0.8727565824825364,0.73,1.63,97.72999999999999,-5.72,30.95,2026-02-03
MSFT,423.37,-1.61,58470400,12.187612706448405,416.34,470.38,9,2,25959930.8,-0.44,0.94,-9.97,-8.47,37.5,2.68,81.13,5.67,13.2,34.86,-4.02,1.6,,-0.01621,-0.10508,0.08084,0.02379,0.04916,6,0.07753641982025442,0.8298764105319721,0.94,-5.0,84.86,-4.02,29.15,2026-02-03
AVGO,331.11,-0.06,28287900,52.2722871870728,196.12,334.9,0,8,23189765.1,0.97,-0.68,1.93,-1.76,102.27,3.37,52.01,47.99,0.0,58.62,11.75,17.11,,-0.00057,0.01909,0.58128,0.05486,0.01196,6,0.6543893703898249,0.5169263836646965,0.0,1.93,91.38,11.75,28.79,2026-02-03
NVDA,185.61,-2.89,178936900,48.969382006780606,113.21,186.62,1,8,207770688.233,1.05,-0.55,-0.46,-0.51,91.6,2.33,29.34,57.2,13.47,59.64,8.27,10.18,,-0.02931,-0.00462,0.48456,0.0503,0.01804,9,0.6068577233603841,0.27329392799570124,0.0,-0.46,90.36,8.27,28.68,2026-02-03
PLTR,147.76,0.8,47118000,37.959134515275736,115.72,169.94,5,5,73685633.25,0.28,-0.15,-11.77,-12.59,131.29,4.34,65.96,10.75,23.29,39.09,0.24,5.25,,0.00795,-0.12521,0.47369,0.06944,0.02357,9,0.44841078985601446,0.6668457818377217,0.0,-5.0,89.09,0.24,28.17,2026-02-03
