simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
HIMS,24.77,3.9,67790132,67.17065012845504,16.47,33.13,9,4,31902754.05,-0.28,0.35,57.37,38.67,134.85,8.12,44.59,3.18,52.23,60.75,-0.24,-2.02,,0.03827,0.45343,-0.90468,0.08619,0.15569,7,1.0,0.4760744350908286,0.35,5.0,89.25,-0.24,40.95,2026-03-16
AVGO,322.16,-4.11,21268930,6.336771132868541,322.05,343.12,9,1,24244192.6,-0.06,1.19,-2.52,-2.21,101.83,3.99,91.89,3.79,4.32,45.79,2.12,2.0,,-0.04197,-0.0255,0.32969,0.05441,0.03178,6,0.04919965193529914,1.0,1.19,-2.52,95.78999999999999,2.12,30.81,2026-03-16
WMT,126.52,0.95,21702148,10.48563860177634,114.02,126.64,0,8,29511702.583,0.75,-0.28,2.2,0.31,38.0,2.08,65.7,9.88,24.42,54.32,0.67,1.19,,0.00945,0.02173,0.25748,0.02304,0.01053,6,0.11404418755661046,0.7099025254762961,0.0,2.2,95.68,0.67,27.04,2026-03-16
INTC,45.77,1.15,82792154,11.868426192004007,42.14,47.46,1,6,98524690.933,0.35,-0.63,5.41,0.62,177.37,4.91,15.87,53.97,30.16,50.8,0.26,0.33,,0.01143,0.05271,0.76633,0.08847,0.04087,9,0.13565640337772222,0.1579530350022153,0.0,5.0,99.2,0.26,26.66,2026-03-16
CRM,192.83,-3.24,26257289,29.22437135649321,193.36,259.53,9,0,11254823.05,-0.89,0.66,-4.59,0.24,41.64,4.39,74.59,13.73,11.68,43.78,-3.61,-5.74,,-0.0329,-0.047,-0.40136,0.02656,0.02239,4,0.4069203598416101,0.8083739477182101,0.66,-4.59,93.78,-3.61,26.52,2026-03-16
HOOD,73.39,-3.59,22548186,35.87859468075048,75.94,109.14,9,0,28527182.667,-0.92,0.37,-4.8,-4.51,189.27,5.52,69.49,18.2,12.31,40.2,-2.83,-3.37,,-0.03652,-0.04919,0.12279,0.09178,0.02692,6,0.5109222409852254,0.7518830305715551,0.37,-4.8,90.2,-2.83,26.07,2026-03-16
ORCL,155.11,-2.54,36908807,20.955538236661926,153.72,189.7,6,1,24231084.633,-0.66,0.15,1.41,1.96,65.16,4.61,59.52,25.98,14.5,49.29,-1.54,-3.39,,-0.02578,0.01396,-0.03297,0.03964,0.04806,5,0.27768300825015724,0.6414488258750555,0.15,1.41,99.28999999999999,-1.54,25.44,2026-03-16
META,613.71,-3.83,11019525,3.914639624844639,639.65,665.19,9,0,13632683.433,-1.69,0.74,-4.83,-5.21,36.06,2.59,51.89,26.91,21.2,35.81,-5.14,-2.3,,-0.0391,-0.04951,-0.0374,0.02232,0.02137,4,0.01134305756861926,0.5569339831634914,0.74,-4.83,85.81,-5.14,23.29,2026-03-16
PFE,26.58,-1.04,38473483,6.783867891914162,25.28,27.05,1,6,42157744.6,0.45,-0.61,-1.74,-1.68,26.54,2.11,62.86,37.14,0.0,47.04,0.11,0.2,,-0.01048,-0.01753,0.12231,0.01653,0.01211,8,0.05618753041909626,0.6784448382809039,0.0,-1.74,97.03999999999999,0.11,23.24,2026-03-16
KHC,22.58,1.12,19865442,4.238720582499013,23.52,24.54,9,0,15825818.0,-1.52,0.54,-7.99,-6.24,36.57,2.85,18.82,30.59,50.59,33.99,-0.33,-0.11,,0.01113,-0.08324,-0.21156,0.02365,0.01981,5,0.01640826617320744,0.19062915374390785,0.54,-5.0,83.99000000000001,-0.33,23.13,2026-03-16
