simbolo,last_close,pct_var,volumen_ant,canal_pct,p25,p75,score_volumen,score_precio,vol_media_60,z_close,z_vol,ret_5d,ma20_pos,volat_60d,atr_pct,body_pct,wick_sup_pct,wick_inf_pct,RSI,MACD,MACD_signal,MACD_cross,rl_ult,rl_5,rl_60,rl_std_60,rl_std_5,volumen_rank,canal_pct_norm,body_pct_norm,z_vol_clipped,ret_5d_clipped,rsi_score,macd_score,score_final,fecha_senal
AVGO,331.3,0.17,19336917,54.01589819355293,192.47,334.9,9,8,23892426.433,1.0,0.42,3.52,-1.94,108.44,3.43,11.55,58.36,30.09,58.95,13.03,18.9,,0.00172,0.03455,0.75298,0.05871,0.01253,6,0.6742834722923813,0.0,0.42,3.52,91.05,13.03,47.61,2026-02-02
JPM,305.89,-0.17,8598109,23.00161515502954,244.64,308.22,9,8,10061003.267,0.82,0.48,2.74,-2.36,56.51,2.0,11.92,37.99,50.09,54.21,3.36,6.56,,-0.00173,0.02707,0.34393,0.03283,0.00914,3,0.2279161712722427,0.00464882522930013,0.48,2.74,95.78999999999999,3.36,45.63,2026-02-02
LLY,1037.15,1.27,1744421,34.18436281985319,753.15,1063.68,5,8,3726790.617,0.94,-0.2,-2.55,-2.18,114.05,2.81,13.48,39.97,46.55,55.67,31.74,46.57,,0.01262,-0.02583,0.35635,0.06153,0.01368,3,0.38886178742388544,0.02424927754743056,0.0,-2.55,94.33,31.74,37.58,2026-02-02
ORCL,164.58,-2.62,34429719,29.610635892950093,140.77,189.7,9,4,13693744.867,0.05,1.69,-7.1,-11.46,60.63,4.54,63.43,12.9,23.67,38.03,-0.96,3.15,,-0.02656,-0.07366,0.27909,0.03654,0.02694,4,0.3230352731875573,0.6518406835029525,1.69,-5.0,88.03,-0.96,35.47,2026-02-02
MSFT,430.29,-0.74,128194143,17.432025650784727,394.96,470.38,9,4,25861338.2,-0.21,1.94,-7.65,-7.47,42.59,2.58,67.53,3.27,29.2,37.3,-0.98,3.56,,-0.00743,-0.07962,0.19358,0.02671,0.05107,6,0.1477568900884139,0.703354692800603,1.94,-5.0,87.3,-0.98,35.01,2026-02-02
TSLA,430.41,3.32,77295876,43.46988899281913,280.45,436.22,4,8,93626997.35,0.91,-0.29,-4.15,-1.51,101.03,3.02,29.45,55.12,15.42,54.59,12.59,19.5,,0.03271,-0.04242,0.66269,0.05747,0.02751,9,0.5225019960732483,0.22490262595803492,0.0,-4.15,95.41,12.59,33.61,2026-02-02
KHC,23.74,2.59,18055362,18.898163606010034,23.73,28.68,9,1,12797534.533,-1.05,1.62,2.33,1.03,36.36,2.38,76.06,2.82,21.13,45.9,-0.63,-0.8,,0.0256,0.02301,-0.15391,0.02344,0.01815,4,0.16885800795672692,0.8105289609247393,1.62,2.33,95.9,-0.63,32.58,2026-02-02
HOOD,99.48,-1.74,28905176,76.64718090078101,48.66,109.14,2,7,32937713.117,0.71,-0.55,-7.02,-10.6,188.03,4.85,54.89,26.39,18.72,47.61,3.92,7.5,,-0.01754,-0.07278,1.06861,0.09036,0.00837,7,1.0,0.5445407714537002,0.0,-5.0,97.61,3.92,28.49,2026-02-02
UBER,80.05,-2.02,26724780,7.165650852225482,79.69,85.61,9,1,19704130.233,-0.36,0.6,-2.75,-4.13,44.66,2.92,32.09,44.4,23.51,40.57,-0.82,-0.28,,-0.0204,-0.02784,0.20719,0.02772,0.01771,5,0.0,0.2580726221887172,0.6,-2.75,90.57,-0.82,28.1,2026-02-02
V,321.83,-3.0,10170115,7.368378148594869,329.5,354.71,9,0,6376945.583,-1.47,1.76,-1.33,-4.07,27.33,2.08,91.14,6.84,2.02,34.18,-6.29,-5.62,,-0.03051,-0.01343,0.04305,0.01705,0.01792,3,0.002917714912548927,0.9999999999999999,1.76,-1.33,84.18,-6.29,26.42,2026-02-02
NKE,61.81,-1.26,12693672,9.708576876839526,57.38,63.24,2,7,18015492.8,0.33,-0.47,-4.97,-4.04,47.15,2.41,28.67,18.67,52.67,44.57,0.36,0.93,,-0.0127,-0.05094,0.14869,0.02947,0.01361,5,0.03659858991068532,0.2151023997989697,0.0,-4.97,94.57,0.36,25.0,2026-02-02
PLTR,146.59,-3.47,59257252,39.24892117840293,114.18,169.94,2,5,74817279.15,0.27,-0.66,-13.57,-13.79,136.42,4.44,59.03,16.21,24.76,38.04,1.67,6.73,,-0.03532,-0.1458,0.63969,0.07272,0.01734,9,0.46175250176207716,0.5965573564518155,0.0,-5.0,88.03999999999999,1.67,22.18,2026-02-02
CRM,212.29,-0.84,18417596,11.57196527946386,243.84,273.79,9,0,7161309.833,-2.2,1.2,-6.91,-10.99,41.66,3.38,41.37,30.75,27.88,23.65,-12.59,-10.94,,-0.0084,-0.07161,-0.13917,0.02625,0.0276,3,0.0634170609679886,0.3746701846965699,1.2,-5.0,73.65,-12.59,21.17,2026-02-02
HIMS,27.09,-9.31,21830785,52.06257096001008,29.32,49.95,3,0,31975760.0,-0.9,-0.34,-8.54,-13.75,126.69,6.64,67.94,25.59,6.47,32.62,-3.24,-3.29,,-0.09769,-0.08929,0.03723,0.08414,0.05412,6,0.6461705733366758,0.7085060937303681,0.0,-5.0,82.62,-3.24,13.19,2026-02-02
SMCI,29.11,-3.35,28001382,15.911485774499482,30.57,35.86,0,0,42445698.783,-1.0,-0.71,-8.17,-4.7,100.49,5.37,73.47,12.24,14.29,39.75,-0.95,-1.04,,-0.03411,-0.08523,-0.08555,0.06534,0.02219,8,0.12587280268817022,0.7779871843196381,0.0,-5.0,89.75,-0.95,6.54,2026-02-02
